id,pid,level,order_num,hidden,enabled,create_date,title,content_text,link
1300,1293,3,70,0,1,0000-00-00 00:00:00,ПОДОГРЕВАТ. ПД-700 300/300,ВАЛЬЦЫ ПОДОГРЕВАТЕЛЬНЫЕ ДЛЯ РЕЗИНЫ ПД-700 300/300 Пройдите по ссылке http://www.polgroup.ru/tex_pd700.html,http://www.polgroup.ru/tex_pd700.html
1298,1293,3,50,0,1,0000-00-00 00:00:00,ЛАБОРАТОРНЫЕ ЛБ-450 225/225,Пройдите по ссылке http://www.polgroup.ru/tex_lb450.html,http://www.polgroup.ru/tex_lb450.html
1299,1293,3,60,0,1,0000-00-00 00:00:00,ПОДОГРЕВАТ. ПД-630 315/315,ВАЛЬЦЫ ДЛЯ РЕЗИНЫ ПОДОГРЕВАТЕЛЬНЫЕ ПД-630 315/315 инд.221.665 (221.661 старая модель) Пройдите по ссылке http://www.polgroup.ru/tex_pd630.html,http://www.polgroup.ru/tex_pd630.html
4,0,0,30,0,1,0000-00-00 00:00:00,Руководство предприятия,"Руководство предприятия Генгеральный директор ООО ""Полимермаш Групп"" г.Санкт-Петербург . Лаптев Вячеслав Анатольевич Пройдите по ссылке: http://www.polgroup.ru/komdi.html",http://www.polgroup.ru/komdi.html
1059,1058,1,5,0,1,0000-00-00 00:00:00,Оборуд. С.Петербург,"Выпускаемое оборудование. Производитель ООО ""Полимермаш Групп"" г.Санкт-Петербург. Пройдите по ссылке http://polgroup.ru/1111.html",http://polgroup.ru/1111.html
1221,0,0,50,0,1,0000-00-00 00:00:00,Банковские реквизиты,"Банковские реквизиты ООО ""Полимермаш Групп"" http://www.polgroup.ru/bank.html",http://www.polgroup.ru/bank.html
1007,0,0,20,0,1,0000-00-00 00:00:00,Учредительные документы,"УЧРЕДИТЕЛЬНЫЕ ДОКУМЕНТЫ ООО ""ПОЛИМЕРМАШ ГРУПП"" г.С.Петербург Свидетельство о регистрации Свидетельство о постановке на учёт в налоговом органе Статистика Устав титульный лист Устав 1 лист Свидетельство о внесении в ЕГРЮЛ ЕГРЮЛ лист 1 ЕГРЮЛ лист 2 ЕГРЮЛ лист 3 ЕГРЮЛ лист 4 ЕГРЮЛ лист 5 ЕГРЮЛ лист 6 ЕГРЮЛ лист 7 ЕГРЮЛ лист 8",
1286,1283,3,40,0,1,0000-00-00 00:00:00,ДВУХСТАДИЙНЫЙ ВЫСОКОCКОР. ДЛЯ ПВХ,СМЕСИТЕЛЬ ДВУХСТАДИЙНЫЙ ВЫСОКОСКОРОСТНОЙ ДЛЯ ПВХ (Mixer highspeed for PVC) Пройдите по ссылке http://www.polgroup.ru/2stadsmes.html,http://www.polgroup.ru/2stadsmes.html
1282,1280,3,7,0,1,0000-00-00 00:00:00,РС С РОТОРАМИ ТИПА ИНТЕРМИКC,РЕЗИНОСМЕСИТЕЛИ С РОТОРАМИ ТИПА ИНТЕРМИКC Пройдите по ссылке http://www.polgroup.ru/intermesing.html,http://www.polgroup.ru/intermesing.html
1009,1007,1,10,0,1,0000-00-00 00:00:00,Свидетельство о регистрации,,
1010,1007,1,30,0,1,0000-00-00 00:00:00,Свидетельство о постановке на учет в налоговом органе,,
1012,1007,1,50,0,1,0000-00-00 00:00:00,Статистика,,
1013,1007,1,60,0,1,0000-00-00 00:00:00,Устав титульный лист,,
1121,1060,2,210,0,1,0000-00-00 00:00:00,ТВЕРДОМЕР ШАРИКОВЫЙ  ДЛЯ  РЕЗИНЫ  И ПВХ,Пройдите по ссылке http://www.polgroup.ru/tv_tshm.html,http://www.polgroup.ru/tv_tshm.html
1122,1060,2,270,0,1,0000-00-00 00:00:00,УПРУГОМЕР ПО ИСО,Пройдите по ссылке http://www.polgroup.ru/yprugomer.html,http://www.polgroup.ru/yprugomer.html
1096,1061,3,250,0,1,0000-00-00 00:00:00,ПД320 160/160Э C ЭЛ.НАГРЕВОМ ДЛЯ ПЛАСТМАСС,ВАЛЬЦЫ ПД320 160/160Э с электронагревом производства С.Петербург Пройдите по ссылке http://www.polgroup.ru/tex_pd320E.html,http://www.polgroup.ru/tex_pd320E.html
1120,1060,2,190,0,1,0000-00-00 00:00:00,РЕЛАКСОМЕТР ОСЕВОГО СЖАТИЯ,Пройдите по ссылке http://www.polgroup.ru/relax.html,http://www.polgroup.ru/relax.html
1060,1058,1,15,0,1,0000-00-00 00:00:00,Приборы С.Петербург,"Производитель. Приборы для резины и пластмасс выпускаемые ООО ""Полимермаш Групп"" С.Петербург Прайс-лист выпускаемых приборов http://polgroup.ru/cena.html Перечень выпускаемых приборов http://polgroup.ru/pribori.html",http://polgroup.ru/pribori.html
1845,1271,3,90,0,1,0000-00-00 00:00:00,ЛИНИЯ ПРОИЗВ.РЕЗ.СТ.КАНАТОВ,ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА РЕЗИНОВЫХ СТАЛЬНЫХ КАНАТОВ http://polgroup.ru/rubber_rope.html,http://polgroup.ru/rubber_rope.html
1061,1059,2,10,0,1,0000-00-00 00:00:00,ВАЛЬЦЫ,"Вальцы для резины ПД 320 160/160 инд. 221.841 или .221.041 http://polgroup.ru/tex_pd320.html Предназначены для смешения каучука с различными ингредиентами , приготовления и листования резиновых смесей. Выпускаются по ГОСТ 14333.",http://polgroup.ru/valc.html
1781,1267,3,44,0,1,0000-00-00 00:00:00,ХОЛОДИЛЬНАЯ УСТАНОВКА РЕЗИНОВОГО ПОЛОТНА,"ХОЛОДИЛЬНАЯ УСТАНОВКА, ФЕСТОННАЯ УСТАНОВКА, ФЕСТОНКА. Пройдите по ссылке http://polgroup.ru/holod.html",http://polgroup.ru/holod.html
1782,1267,3,45,0,1,0000-00-00 00:00:00,ОХЛАЖДАЮЩИЕ БАРАБАНЫ,ОХЛАЖДАЮЩИЕ БАРАБАНЫ http://www.polgroup.ru/oxl_bar.html,http://www.polgroup.ru/oxl_bar.html
1784,1212,2,360,0,1,0000-00-00 00:00:00,"ОБОР.ПРОИЗВ.ШЛАНГОВ,РУКАВОВ ТПУ","Оборудование для производства трубок ТПУ, шлангов TPU, рукавов высокого давления из термопластичного уретана. Китай. http://polgroup.ru/tpu.html",http://polgroup.ru/tpu.html
1785,1271,3,111,0,1,0000-00-00 00:00:00,ЛИНИИ ДЛЯ ТРУБ из ТПУ,"Оборудование для производства трубок ТПУ, шлангов TPU, рукавов высокого давления из термопластичного уретана. Китай. http://polgroup.ru/tpu.html",http://polgroup.ru/tpu.html
1063,1059,2,26,0,1,0000-00-00 00:00:00,"КРАСКОТЕРКА ТРЕХВАЛЬЦОВАЯ,МЕЛЬНИЦА ТРЕХВАЛКОВАЯ","ТРЕХВАЛЬЦОВАЯ (ТРЕХВАЛКОВАЯ) МЕЛЬНИЦА, КРАСКОТЕРКА, ПЕРЕТИРАНИЕ ВАЛКАМИ, ИСТИРАНИЕ КРАСОК, ПЕРЕТИРАНИЕ КРАСОК Пройдите по ссылке http://polgroup.ru/kraska.html",http://polgroup.ru/kraska.html
1064,1059,2,38,0,1,0000-00-00 00:00:00,ЛИНИЯ ПРОИЗВ. ГЕРМОСЛОЯ,Линия производства гермослоя шин Пройдите по ссылке http://polgroup.ru/gs.html,http://polgroup.ru/gs.html
1065,1059,2,28,0,1,0000-00-00 00:00:00,"ЧЕРВ.УСТ-КА ДРОБЛЕНИЯ, ГРАНУЛИР.БРИКЕТОВ КАУЧУКА",Установка червячная для дробления и гранулирования брикетов каучука Пройдите по ссылке http://polgroup.ru/cherv.html,http://polgroup.ru/cherv.html
1066,1059,2,22,0,1,0000-00-00 00:00:00,РЕЗИНОСМЕСИТЕЛИ,Резиносмесители нашего производства Пройдите по ссылке http://polgroup.ru/rez_PG.html Резиносмесители Китай https://www.polgroup.ru/dispergsmes.html,http://polgroup.ru/rez_PG.html
1067,1059,2,24,0,1,0000-00-00 00:00:00,СМЕСИТЕЛИ С Z-ОБРАЗНЫМИ РОТОРАМИ,СМЕСИТЕЛИ С Z-ОБРАЗНЫМИ РОТОРАМИ типа Banbery Бэнбери Пройдите по ссылке http://polgroup.ru/crk3_5.html,http://polgroup.ru/crk3_5.html
1068,1059,2,33,0,1,0000-00-00 00:00:00,СТАНЦИИ ТЕРМОРЕГУЛИРОВАНИЯ,"СТАНЦИИ ТЕРМОРЕГУЛИРОВАНИЯ ДЛЯ ВАЛЬЦЕВ, ДЛЯ КАЛАНДРА, ДЛЯ ЭКСТРУДЕРА Пройдите по ссылке http://polgroup.ru/st_term.html",http://polgroup.ru/st_term.html
1070,1059,2,290,0,1,0000-00-00 00:00:00,ОБОРУД.  ДЛЯ  ПЕНОРЕЗИНЫ,Пройдите по ссылке http://polgroup.ru/pena.html,http://polgroup.ru/pena.html
1071,1059,2,282,0,1,0000-00-00 00:00:00,ОБОРУД. ДЛЯ ФТОРОПЛАСТА,Пройдите по ссылке http://www.polgroup.ru/ftor.html,http://www.polgroup.ru/ftor.html
1072,1059,2,295,0,1,0000-00-00 00:00:00,"ОБОРУД. ДЛЯ ПРОВОДОВ, КАБЕЛЯ","ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА ПРОВОДОВ, КАБЕЛЯ Пройдите по ссылке http://www.polgroup.ru/kabizol.html",http://www.polgroup.ru/kabizol.html
1207,1075,3,10,0,1,0000-00-00 00:00:00,С НИТЯНОЙ ОПЛЕТКОЙ,Пройдите по ссылке http://polgroup.ru/nit_opl.html,http://polgroup.ru/nit_opl.html
1075,1059,2,260,0,1,0000-00-00 00:00:00,"ОБОРУД. ДЛЯ РУКАВОВ, ШЛАНГОВ","ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА РЕЗИНОВЫХ РУКАВОВ, ШЛАНГОВ. Китай Пройдите по ссылке http://www.polgroup.ru/rvd_cn.html",http://www.polgroup.ru/rvd_cn.html
1076,1059,2,200,0,1,0000-00-00 00:00:00,ОБОРУД. ДЛЯ  ОБУВИ,Оборудование для производства обуви. Пройдите по ссылке http://www.polgroup.ru/galoshi.html,http://www.polgroup.ru/galoshi.html
1078,1059,2,300,0,1,0000-00-00 00:00:00,СНЯТИЕ ОБЛОЯ В ЖИДКОМ АЗОТЕ,"ОБОРУДОВАНИЕ ДЛЯ СНЯТИЕ ОБЛОЯ С ДЕТАЛЕЙ РТИ, ПЛАСТМАСС, АЛЮМИНИЯ И ДР. В ЖИДКОМ АЗОТЕ ( LIQUID NITROGEN) Пройдите по ссылке http://www.polgroup.ru/azot.html",http://www.polgroup.ru/azot.html
1079,1059,2,430,0,1,0000-00-00 00:00:00,ДРОБИЛКИ РЕЗИНЫ ПЛАСТМАСС,Пройдите по ссылке http://www.polgroup.ru/drob.html,http://www.polgroup.ru/drob.html
1210,1067,3,10,0,1,0000-00-00 00:00:00,С Z -ОБРАЗНЫМИ РОТОРАМИ,СМЕСИТЕЛЬ С Z -ОБРАЗНЫМИ РОТОРАМИ Пройдите по ссылке http://polgroup.ru/crk3_5.html,http://polgroup.ru/crk3_5.html
1086,1059,2,29,0,1,0000-00-00 00:00:00,Т А Б Л Е Т О Ч Н Ы Е  МАШИНЫ,ТАБЛЕТОЧНЫЕ МАШИНЫ Пройдите по ссылке http://polgroup.ru/Tabletki.html,http://polgroup.ru/Tabletki.html
1087,1059,2,36,0,1,0000-00-00 00:00:00,ПРОТЕКТОРНАЯ  ЛИНИЯ,Пройдите по ссылке http://polgroup.ru/prot.html,http://polgroup.ru/prot.html
1089,1059,2,35,0,1,0000-00-00 00:00:00,ДУПЛЕКСЫ и ТРИПЛЕКСЫ,ДУПЛЕСКЫ И ТРИПЛЕКСЫ Пройдите по ссылке http://polgroup.ru/pr_dypl.html,http://polgroup.ru/pr_dypl.html
1090,1059,2,20,0,1,0000-00-00 00:00:00,КАЛАНДРЫ,Каландры Пройдите по ссылке http://polgroup.ru/Kalandri.html,http://polgroup.ru/Kalandri.html
1091,1060,2,170,0,1,0000-00-00 00:00:00,ПЛАСТОМЕТР СЖИМАЮЩИЙ ДЛЯ РЕЗИНЫ ПСМ-2,ПЛАСТОМЕТР СЖИМАЮЩИЙ ДЛЯ РЕЗИНЫ ПСМ-2 Пройдите по ссылке http://www.polgroup.ru/plast.html,http://www.polgroup.ru/plast.html
1710,1688,3,7,0,1,0000-00-00 00:00:00,РИФАЙНЕР ВАЛЬЦЫ,"РИФАЙНЕР ВАЛЬЦЫ, РАФИНИРУЮЩИЕ ВАЛЬЦЫ. Китай http://www.polgroup.ru/refiner.html",http://www.polgroup.ru/refiner.html
1093,1060,2,180,0,1,0000-00-00 00:00:00,ПОВЕРХНОСТНОЕ НАТЯЖЕНИЕ Тенсиометр,ПРИБОР ДЛЯ ОПРЕДЕЛЕНИЯ ПОВЕРХНОСТНОГО НАТЯЖЕНИЯ СМЕСЕЙ (Тенсиометр типа дю Нуи) Пройдите по ссылке http://www.polgroup.ru/pov_nat.html,http://www.polgroup.ru/pov_nat.html
1094,1061,3,200,0,1,0000-00-00 00:00:00,ПД320 160/160,Вальцы для резины ПД320 160/160 Пройдите по ссылке: https://www.polgroup.ru/ tex_pd320.html,https://www.polgroup.ru/tex_pd320.html
1095,1061,3,300,0,1,0000-00-00 00:00:00,ПД630 315/315,"Вальцы ПД 630 315/315 инд. 221.665 Предназначены для повышения пластичности резиновых смесей и их подогрева. ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ Диаметр рабочей части валков 315 мм Длина рабочей части валков 630 мм Длина рабочей части между стрелами 540 мм Окружная скорость валков , мин -1 переднего 16 ± 1 заднего 20 ± 1 Фрикция 1 : 1,25 Допускаемое распорное усилие на 1 см длины рабочей части валков , Н (кгс)….11000 (1100) Зазор между валками, регулируемый , 0,5…10 мм. Температура валков 25-150 о С Охлаждение валков - вода Обогрев валков - пар Установленная мощность кВт: электродвигателя привода валков 22……30,0 Эл.нагревателей валков – нет. Габаритные размеры , мм , не более длина 2400 , ширина 1450 , высота 1700 Шкафа управления высота 1000, ширина 600 , глубина 200 Масса Вальцов , кг , не более 4800 Масса шкафа управления, кг , не более 100 Прайс-лист Прайс-лист на запчасти Б/У ВАЛЬЦЫ Другие вальцы Другое оборудование Изготовитель-- ООО ""ПОЛИМЕРМАШ ГРУПП"" 197375 г.Санкт-Петербург директор Тел.факс (812) 304-38-96 Лаптев Вячеслав Анатольевич iplap@mail.ru www.polgroup.ru Адрес этой странички: www.polgroup.ru/tex_pd630.html",http://polgroup.ru/tex_pd630.html
1105,1060,2,345,0,1,0000-00-00 00:00:00,ПРЕСС ДЛЯ ВЫРУБКИ ОБРАЗЦОВ,"ПРЕСС ДЛЯ ВЫРУБКИ ОБРАЗЦОВ: РУЧНОЙ РЫЧАЖНЫЙ, ПНЕВМАТИЧЕСКИЙ, ГИДРАВЛИЧЕСКИЙ Пройдите по ссылке http://polgroup.ru/press.html",http://polgroup.ru/press.html
1106,1060,2,150,0,1,0000-00-00 00:00:00,ОПРЕДЕЛЕНИЕ ВОССТАНАВЛИВАЕМОСТИ РЕЗИНЫ,ПРИБОР ДЛЯ ОПРЕДЕЛЕНИЯ ВОССТАНАВЛИВАЕМОСТИ РЕЗИНЫ Пройдите по ссылке http://www.polgroup.ru/vost_rez.html,http://www.polgroup.ru/vost_rez.html
1107,1060,2,160,0,1,0000-00-00 00:00:00,ТЕМПЕРАТУРНЫЙ ПРЕДЕЛ ХРУПКОСТИ,"ПРИБОР ДЛЯ ОПРЕДЕЛЕНИЯ ТЕМПЕРАТУРНОГО ПРЕДЕЛА ХРУПКОСТИ РЕЗИНЫ, ПЛАСТМАСС Пройдите по ссылке http://www.polgroup.ru/t_xrypk.html",http://www.polgroup.ru/t_xrypk.html
1108,1060,2,140,0,1,0000-00-00 00:00:00,ОПРЕДЕЛЕНИЕ МОРОЗОСТОЙКОСТИ РЕЗИНЫ,ПРИБОР ДЛЯ ОПРЕДЕЛЕНИЯ МОРОЗОСТОЙКОСТИ РЕЗИНЫ Пройдите по ссылке http://www.polgroup.ru/moroz.html,http://www.polgroup.ru/moroz.html
1109,1060,2,105,0,1,0000-00-00 00:00:00,РАЗРЫВНЫЕ МАШИНЫ от 5 до 500 кг.,Пройдите по ссылке http://www.polgroup.ru/rmi.html,http://www.polgroup.ru/rmi.html
1356,1214,2,20,0,1,0000-00-00 00:00:00,Открыть в EXCEL 130 kb,,price_cn.xls
1503,1058,1,30,0,1,0000-00-00 00:00:00,Приборы Б/У,"Б/У , неликвиды, приборы для резины и пластмасс Пройдите по ссылке http://www.polgroup.ru/nelprib.html",http://www.polgroup.ru/nelprib.html
1336,1060,2,50,0,1,0000-00-00 00:00:00,РЕЗИНОСМЕСИТЕЛИ ЛАБОРАТОРНЫЕ,РЕЗИНОСМЕСИТЕЛИ ЛАБОРАТОРНЫЕ Пройдите по ссылке http://www.polgroup.ru/rez.html,http://www.polgroup.ru/rez.html
1337,1336,3,5,0,1,0000-00-00 00:00:00,"0,1 литра","РЕЗИНОСМЕСИТЕЛЬ МИКРОСМЕСИТЕЛЬ БРАБЕНДЕР 0,1 литра Пройдите по ссылке http://polgroup.ru/m_smes.html",http://polgroup.ru/m_smes.html
1212,1058,1,10,0,1,0000-00-00 00:00:00,Оборуд. КИТАЙ,Оборудование для резины и пластмасс поставляемое из Китая пройдите по ссылке http://www.polgroup.ru/1111_cn.html,http://www.polgroup.ru/1111_cn.html
1213,1058,1,20,0,1,0000-00-00 00:00:00,Приборы КИТАЙ,Приборы для резины и пластмасс поставляемые из Китая http://www.polgroup.ru/pribori_cn.html,http://www.polgroup.ru/pribori_cn.html
1194,1134,2,10,0,1,0000-00-00 00:00:00,В формате Word  93 Kb,,cena.doc
1195,1134,2,30,0,1,0000-00-00 00:00:00,Скачать в архиве  rar  14 Kb,,cena.rar
1182,1007,1,70,0,1,0000-00-00 00:00:00,Устав 1 лист,,
1138,1090,3,20,0,1,0000-00-00 00:00:00,2-х Валковые каландры,2-х Валковые каландры Пройдите по ссылке http://www.polgroup.ru/kal2.html,http://www.polgroup.ru/kal2.html
1139,1090,3,50,0,1,0000-00-00 00:00:00,3-х   Валковые каландры,3-х Валковые каландры Пройдите по ссылке http://www.polgroup.ru/kal3.html,http://www.polgroup.ru/kal3.html
1140,1090,3,70,0,1,0000-00-00 00:00:00,4-х   Валковые каландры,4-х Валковые каландры Пройдите по ссылке http://www.polgroup.ru/kal4.html,http://www.polgroup.ru/kal4.html
1141,1090,3,90,0,1,0000-00-00 00:00:00,5-ти Валковые каландры,5-ти Валковые каландры Пройдите по ссылке http://www.polgroup.ru/kal5.html,http://www.polgroup.ru/kal5.html
1143,1086,3,20,0,1,0000-00-00 00:00:00,Машина роторная МТ-3А  усилие 9 тн.,Пройдите по ссылке http://polgroup.ru/mt3a.html,http://polgroup.ru/mt3a.html
1144,1086,3,30,0,1,0000-00-00 00:00:00,Машина роторная МТР-16  усилие 16 тн.,Пройдите по ссылке http://polgroup.ru/mtr16.html,http://polgroup.ru/mtr16.html
1145,1086,3,40,0,1,0000-00-00 00:00:00,"Машина гидравлическая МТГ-63 ус.63,0 тн.",Пройдите по ссылке http://polgroup.ru/mtg63.html,http://polgroup.ru/mtg63.html
1715,1086,3,85,0,1,0000-00-00 00:00:00,Статья по таблетированию СТИРАЛЬНОГО ПОРОШКА,Статья по таблетированию стирального порошка Пройдите по ссылке http://www.polgroup.ru/stir.html,http://www.polgroup.ru/stir.html
1148,1086,3,80,0,1,0000-00-00 00:00:00,Статья по таблетированию СОЛИ,Оборудование для таблетирования соли Пройдите по ссылке http://www.polgroup.ru/sol.html,http://www.polgroup.ru/sol.html
1306,1213,2,40,0,1,0000-00-00 00:00:00,УПРУГОМЕР - ЭЛАСТОМЕР,Пройдите по ссылке http://www.polgroup.ru/elast.html,http://www.polgroup.ru/elast.html
1150,1086,3,90,0,1,0000-00-00 00:00:00,Линия для таблетирования,Пройдите по ссылке http://polgroup.ru/line_tab.html,http://polgroup.ru/line_tab.html
1151,1066,3,10,0,1,0000-00-00 00:00:00,"МИКРОСМЕСИТЕЛЬ ЛАБ. БРАБЕНДЕР 0,1 л. Россия.","МИКРОСМЕСИТЕЛЬ-БРАБЕНДЕР 0,1 литра Пройдите по ссылке http://www.polgroup.ru/m_smes.html",http://www.polgroup.ru/m_smes.html
1164,1061,3,260,0,1,0000-00-00 00:00:00,ЛБ320 160/160 Лабораторные,Лабораторные вальцы ЛБ320 160/160 Пройдите по ссылке http://www.polgroup.ru/tex_lb320.html,http://www.polgroup.ru/tex_lb320.html
1165,1061,3,270,0,1,0000-00-00 00:00:00,СМ350 150/150 по ISO,ВАЛЬЦЫ СМ350 150/150 изготавливаются по ISO Пройдите по ссылке: http://www.polgroup.ru/tex_cm350.html,http://www.polgroup.ru/tex_cm350.html
1166,1061,3,271,0,1,0000-00-00 00:00:00,СМ-ПД-350 150/150 (Две фрикции),ВАЛЬЦЫ СМ-ПД-350 150/150 с двумя переключающимися фрикциями Пройдите по ссылке http://polgroup.ru/tex_cmpd350.html,http://polgroup.ru/tex_cmpd350.html
1167,1061,3,262,0,1,0000-00-00 00:00:00,ЛБ350 150/150  лабораторные,Лабораторные вальцы ЛБ 350 150/150 Пройдите по ссылке http://polgroup.ru/tex_lb350.html,http://polgroup.ru/tex_lb350.html
1169,1061,3,310,0,1,0000-00-00 00:00:00,РФ630 315/315,ВАЛЬЦЫ РИФАЙНЕР РФ630 315/315 Пройдите по ссылке http://polgroup.ru/tex_rf630.html,http://polgroup.ru/tex_rf630.html
1766,1486,3,16,0,1,0000-00-00 00:00:00,БАРАБАННЫЙ ВУЛКАНИЗАТОР Б/У,Непрерывный барабанный вулканизатор Б/У. Бузулук. Buzuluk http://www.polgroup.ru/nel_drum_vulk.html,http://www.polgroup.ru/nel_drum_vulk.html
1767,1060,2,107,0,1,0000-00-00 00:00:00,"ИЗГИБ, МАШИНА ТОРРЕНСА","Испытание резины низа обуви на изгиб, МАШИНА ТОРРЕНСА Пройдите по ссылке http://polgroup.ru/izgib.html",http://polgroup.ru/izgib.html
1768,1254,3,42,0,1,0000-00-00 00:00:00,ПРЕСС ДЛЯ ЛИЗУНЦА,"Пресс для производства ""Лизунца"" http://www.polgroup.ru/lizyn.html",http://www.polgroup.ru/lizyn.html
1770,1271,3,120,0,1,0000-00-00 00:00:00,"ЛИНИИ ДЛЯ ПРОВОДОВ, КАБЕЛЕЙ","Экструдерные линии для производства провода, кабеля http://www.polgroup.ru/kabizol.html",http://www.polgroup.ru/kabizol.html
1365,1079,3,50,0,1,0000-00-00 00:00:00,"Фракция от 0,14 до 0,5 мм. Китай",Пройдите по ссылке http://polgroup.ru/micronizer.html,http://polgroup.ru/micronizer.html
1173,1060,2,350,0,1,0000-00-00 00:00:00,НОЖИ  ВЫРУБНЫЕ ШТАНЦЕВЫЕ ДЛЯ ОБРАЗЦОВ,Пройдите по ссылке http://www.polgroup.ru/noshi.html,http://www.polgroup.ru/noshi.html
1174,1060,2,400,0,1,0000-00-00 00:00:00,ПРЕСС-ФОРМЫ  ДЛЯ  ИСПЫТАТЕЛЬНЫХ  ОБРАЗЦОВ,Пройдите по ссылке http://www.polgroup.ru/noshi.html,http://www.polgroup.ru/noshi.html
1186,1061,3,400,0,1,0000-00-00 00:00:00,ХАРАКТЕРИСТИКИ ВСЕХ ВАЛЬЦОВ,ХАРАКТЕРИСТИКИ РЕЗИНООБРАБАТЫВАЮЩИХ ВАЛЬЦОВ ПРОИЗВОДСТВА С.ПЕТЕРБУРГ Пройдите по ссылке http://polgroup.ru/xar_val.html,http://polgroup.ru/xar_val.html
1187,1061,3,600,0,1,0000-00-00 00:00:00,РАСЧЕТ ПРОИЗВОДИТЕЛЬНОСТИ ВАЛЬЦОВ,Пройдите по ссылке http://polgroup.ru/proizv.html,http://polgroup.ru/proizv.html
1191,1133,2,20,0,1,0000-00-00 00:00:00,В формате Excel  116 Kb,,price_all.xls
1192,1133,2,30,0,1,0000-00-00 00:00:00,Скачать в архиве  rar 25 Kb,,price_all.rar
1193,1133,2,10,0,1,0000-00-00 00:00:00,В формате Internet 280 Kb,,price_all.html
1196,1134,2,5,0,1,0000-00-00 00:00:00,В формате Internet  85 Kb,,cena.html
1197,1135,2,5,0,1,0000-00-00 00:00:00,В формате Internet  90 Kb,,price_pf_no.html
1198,1135,2,10,0,1,0000-00-00 00:00:00,В формате Word  80 Kb,Пройдите по ссылке http://polgroup.ru/price_pf_no.doc,http://polgroup.ru/price_pf_no.doc
1199,1135,2,30,0,1,0000-00-00 00:00:00,Скачать в архиве  rar  12 Kb,,price_pf_no.rar
1200,1059,2,490,0,1,0000-00-00 00:00:00,Б\У ОБОРУДОВАНИЕ,Б\У ОБОРУДОВАНИЕ Пройдите по ссылке http://www.polgroup.ru/nel.html,http://www.polgroup.ru/nel.html
1203,1200,3,60,0,1,0000-00-00 00:00:00,ДРУГОЕ Б/У ОБОРУДОВАНИЕ,Б/У ОБОРУДОВАНИЕ http://www.polgroup.ru/nel.html,http://www.polgroup.ru/nel.html
1209,1067,3,20,0,1,0000-00-00 00:00:00,"С ВЫГРУЖНЫМ ШНЕКОМ СРКШ, ЗШ","СМЕСИТЕЛИ МЕШАЛКИ МЕСИЛКИ С Z- образными роторами и с ВЫГРУЖНЫМ ШНЕКОМ типа СРКШ, ЗШ Пройдите по ссылке http://polgroup.ru/mix_screw.html",http://polgroup.ru/mix_screw.html
1700,1565,3,70,0,1,0000-00-00 00:00:00,ДЛЯ ФТОРОПЛАСТА Б/У,Б/У РАМЭКСТРУДЕРЫ ДЛЯ ПРОИЗВОДСТВА ФТОРОПЛАСТОВЫХ СТЕРЖНЕЙ И ТРУБ Проийдите по ссылке http://www.polgroup.ru/nelftor.html,http://www.polgroup.ru/nelftor.html
1205,1079,3,10,0,1,0000-00-00 00:00:00,Фракция от 2 до 8 мм. Россия,Пройдите по ссылке http://www.polgroup.ru/drob.html,http://www.polgroup.ru/drob.html
1206,1079,3,20,0,1,0000-00-00 00:00:00,"Фракция от 0,3 до 1,5 мм.",Пройдите по ссылке http://www.polgroup.ru/tigr.html,http://www.polgroup.ru/tigr.html
1208,1075,3,20,0,1,0000-00-00 00:00:00,С МЕТ.НАВИВОЧНЫЙ,Пройдите по ссылке http://polgroup.ru/rvd.html,http://polgroup.ru/rvd.html
1281,1280,3,5,0,1,0000-00-00 00:00:00,"РС КЛАСИКА, С РОТОРАМИ ТАНГЕНЦИАЛЬНОГО ТИПА","РЕЗИНОСМЕСИТЕЛИ с тангенциальными роторами типа Banbery. КИТАЙ, ТАЙВАНЬ Пройдите по ссылке http://www.polgroup.ru/tangenzsmes.html",http://www.polgroup.ru/tangenzsmes.html
1280,1212,2,60,0,1,0000-00-00 00:00:00,РЕЗИНОСМЕСИТЕЛИ,РЕЗИНОСМЕСИТЕЛИ Китай Пройдите по ссылке http://polgroup.ru/1111_cn.html,http://polgroup.ru/1111_cn.html
1296,1293,3,10,0,1,0000-00-00 00:00:00,ПОДОГРЕВАТ. ПД-320 160/160,ВАЛЬЦЫ РЕЗИНООБРАБАТЫВАЮЩИЕ ПОДОГРЕВАТЕЛЬНЫЕ ПД-320 160/160 Пройдите по ссылке http://www.polgroup.ru/tex_pd320.html,http://www.polgroup.ru/tex_pd320.html
1295,1293,3,40,0,1,0000-00-00 00:00:00,ЛАБОРАТОРНЫЕ ЛБ-350 150/150,Пройдите по ссылке http://www.polgroup.ru/tex_lb350.html,http://www.polgroup.ru/tex_lb350.html
1294,1293,3,30,0,1,0000-00-00 00:00:00,СМЕСИТ. СМ-350 150/150 ISO,ВАЛЬЦЫ ДЛЯ РЕЗИНЫ СМЕСИТЕЛЬНЫЕ СМ-350 150/150 выпускаемые по ISO Пройдите по ссылке http://www.polgroup.ru/tex_cm350.html,http://www.polgroup.ru/tex_cm350.html
